name,category,evolution_stage,rarity,description,image_url
Growlithe - Base Set 2,Fire,1,Uncommon,"Attack (Fire + Colorless) - Flare: 20 damage. 

Evolves into: Arcanine

Flavor: Very protective of its territory. It will bark and bite to repel intruders from its space.",https://images.pokemontcg.io/base4/42.png
Haunter - Base Set 2,Psychic,2,Uncommon,"Evolves from: Gastly

Attack (Psychic) - Hypnosis: The Defending Pokémon is now Asleep.

Attack (Psychic + Psychic) - Dream Eater: 50 damage. You can't use this attack unless the Defending Pokémon is Asleep.

Evolves into: Gengar

Flavor: Because of its ability to slip through block walls, it is said to be from another dimension.",https://images.pokemontcg.io/base4/43.png
Ivysaur - Base Set 2,Grass,2,Uncommon,"Evolves from: Bulbasaur

Attack (Grass + Colorless + Colorless) - Vine Whip: 30 damage. 

Attack (Grass + Grass + Grass) - Poisonpowder: 20 damage. The Defending Pokémon is now Poisoned.

Evolves into: Venusaur

Flavor: When the bulb on its back grows large, the Pokémon seems to lose the ability to stand on its hind legs.",https://images.pokemontcg.io/base4/44.png
Jynx - Base Set 2,Psychic,1,Uncommon,"Attack (Psychic) - Doubleslap: 10× damage. Flip 2 coins. This attack does 10 damage times the number of heads.

Attack (Psychic + Psychic + Colorless) - Meditate: 20+ damage. Does 20 damage plus 10 more damage for each damage counter on the Defending Pokémon.

Flavor: Merely by meditating, the Pokémon launches a powerful psychic energy attack.",https://images.pokemontcg.io/base4/45.png
Kadabra - Base Set 2,Psychic,2,Uncommon,"Evolves from: Abra

Attack (Psychic + Psychic) - Recover: Discard 1 Psychic Energy card attached to Kadabra in order to use this attack. Remove all damage counters from Kadabra.

Attack (Psychic + Psychic + Colorless) - Super Psy: 50 damage. 

Evolves into: Alakazam

Flavor: It emits special alpha waves from its body that induce headaches even to those just nearby.",https://images.pokemontcg.io/base4/46.png
Kakuna - Base Set 2,Grass,2,Uncommon,"Evolves from: Weedle

Attack (Colorless + Colorless) - Stiffen: Flip a coin. If heads, prevent all damage done to Kakuna during your opponent's next turn. (Any other effects of attacks still happen.)

Attack (Grass + Grass) - Poisonpowder: 20 damage. Flip a coin. If heads, the Defending Pokémon is now Poisoned.

Evolves into: Beedrill

Flavor: Almost incapable of moving, this Pokémon can only harden its shell to protect itself from predators.",https://images.pokemontcg.io/base4/47.png
Lickitung - Base Set 2,Colorless,1,Uncommon,"Attack (Colorless) - Tongue Wrap: 10 damage. Flip a coin. If heads, the Defending Pokémon is now Paralyzed.

Attack (Colorless + Colorless) - Supersonic: Flip a coin. If heads, the Defending Pokémon is now Confused.

Evolves into: Lickilicky

Flavor: Its tongue can be extended like a chameleon's. It leaves a stinging sensation when it licks enemies.",https://images.pokemontcg.io/base4/48.png
Machoke - Base Set 2,Fighting,2,Uncommon,"Evolves from: Machop

Attack (Fighting + Fighting + Colorless) - Karate Chop: 50- damage. Does 50 damage minus 10 damage for each damage counter on Machoke.

Attack (Fighting + Fighting + Colorless + Colorless) - Submission: 60 damage. Machoke does 20 damage to itself.

Evolves into: Machamp

Flavor: Its muscular body is so powerful that it must wear a power-save belt to help regulate its motions.",https://images.pokemontcg.io/base4/49.png
Magikarp - Base Set 2,Water,1,Uncommon,"Attack (Colorless) - Tackle: 10 damage. 

Attack (Water) - Flail: 10× damage. Does 10 damage times the number of damage counters on Magikarp.

Evolves into: Gyarados

Flavor: In the distant past, it was stronger than its horribly weak descendants that exist today.",https://images.pokemontcg.io/base4/50.png
Magmar - Base Set 2,Fire,1,Uncommon,"Attack (Fire + Fire) - Fire Punch: 30 damage. 

Attack (Fire + Fire + Colorless) - Flamethrower: 50 damage. Discard 1 Fire Energy card attached to Magmar in order to use this attack.

Evolves into: Magmortar

Flavor: Its body always burns with an orange glow that enables it to hide perfectly among flames.",https://images.pokemontcg.io/base4/51.png
Marowak - Base Set 2,Fighting,2,Uncommon,"Evolves from: Cubone

Attack (Fighting + Fighting) - Bonemerang: 30× damage. Flip 2 coins. This attack does 30 damage times the number of heads.

Attack (Fighting + Fighting + Colorless) - Call for Friend: Search your deck for a Fighting Basic Pokémon card and put it onto your Bench. Shuffle your deck afterward. (You can't use this attack if your Bench is full.)

Flavor: The bone it holds is its key weapon. It throws the bone skillfully like a boomerang to K.O. targets.",https://images.pokemontcg.io/base4/52.png
Nidorina - Base Set 2,Grass,2,Uncommon,"Evolves from: Nidoran ♀

Attack (Grass) - Supersonic: Flip a coin. If heads, the Defending Pokémon is now Confused.

Attack (Grass + Colorless + Colorless) - Double Kick: 30× damage. Flip 2 coins. This attack does 30 damage times the number of heads.

Evolves into: Nidoqueen

Flavor: The female's horn develops slowly. Prefers physical attacks such as clawing and biting.",https://images.pokemontcg.io/base4/53.png
Nidorino - Base Set 2,Grass,2,Uncommon,"Evolves from: Nidoran ♂

Attack (Grass + Colorless + Colorless) - Double Kick: 30× damage. Flip 2 coins. This attack does 30 damage times the number of heads.

Attack (Grass + Grass + Colorless + Colorless) - Horn Drill: 50 damage. 

Evolves into: Nidoking

Flavor: An aggressive Pokémon that is quick to attack. The horn on its head secretes a powerful venom.",https://images.pokemontcg.io/base4/54.png
Parasect - Base Set 2,Grass,2,Uncommon,"Evolves from: Paras

Attack (Grass + Grass) - Spore: The Defending Pokémon is now Asleep.

Attack (Colorless + Colorless + Colorless) - Slash: 30 damage. 

Flavor: A host-parasite pair in which the parasite mushroom has taken over the host bug. Prefers damp places.",https://images.pokemontcg.io/base4/55.png
Persian - Base Set 2,Colorless,2,Uncommon,"Evolves from: Meowth

Attack (Colorless + Colorless) - Scratch: 20 damage. 

Attack (Colorless + Colorless + Colorless) - Pounce: 30 damage. If the Defending Pokémon attacks Persian during your next turn, any damage done by the attack is reduced by 10 (after applying Weakness and Resistance). (Benching either Pokémon ends this effect.)

Flavor: Although its fur has many admirers, it is tough to raise as a pet because of its fickle meanness.",https://images.pokemontcg.io/base4/56.png
Poliwhirl - Base Set 2,Water,2,Uncommon,"Evolves from: Poliwag

Attack (Water + Water) - Amnesia: Choose 1 of the Defending Pokémon's attacks. That Pokémon can't use that attack during your opponent's next turn.

Attack (Water + Water + Colorless) - Doubleslap: 30× damage. Flip 2 coins. This attack does 30 damage times the number of heads.

Evolves into: Poliwrath, Politoed

Flavor: Capable of living in or out of water. When out of water, it sweats to keep its body slimy.",https://images.pokemontcg.io/base4/57.png
Raticate - Base Set 2,Colorless,2,Uncommon,"Evolves from: Rattata

Attack (Colorless) - Bite: 20 damage. 

Attack (Colorless + Colorless + Colorless) - Super Fang: Does damage to the Defending Pokémon equal to half the Defending Pokémon's remaining HP (rounded up to the nearest 10).

Flavor: It uses its whiskers to maintain its balance. It seems to slow down if they are cut off.",https://images.pokemontcg.io/base4/58.png
Rhydon - Base Set 2,Fighting,2,Uncommon,"Evolves from: Rhyhorn

Attack (Fighting + Colorless + Colorless) - Horn Attack: 30 damage. 

Attack (Fighting + Fighting + Fighting + Fighting) - Ram: 50 damage. Rhydon does 20 damage to itself. If your opponent has any Benched Pokémon, he or she chooses 1 of them and switches it with the Defending Pokémon. (Do the damage before switching the Pokémon. Switch the Pokémon even if Rhydon is knocked out.)

Evolves into: Rhyperior

Flavor: Protected by an armor-like hide, it is capable of living in molten lava of 3600 degrees.",https://images.pokemontcg.io/base4/59.png
Seaking - Base Set 2,Water,2,Uncommon,"Evolves from: Goldeen

Attack (Water) - Horn Attack: 10 damage. 

Attack (Water + Colorless) - Waterfall: 30 damage. 

Flavor: In the autumn spawning season, they can be seen swimming powerfully up rivers and creeks.",https://images.pokemontcg.io/base4/60.png
Seel - Base Set 2,Water,1,Uncommon,"Attack (Water) - Headbutt: 10 damage. 

Evolves into: Dewgong

Flavor: The protruding horn on its head is very hard. This horn is used for bashing through thick ice.",https://images.pokemontcg.io/base4/61.png
Tauros - Base Set 2,Colorless,1,Uncommon,"Attack (Colorless + Colorless) - Stomp: 20+ damage. Flip a coin. If heads, this attack does 20 damage plus 10 more damage; if tails, this attack does 20 damage.

Attack (Colorless + Colorless + Colorless) - Rampage: 20+ damage. Does 20 damage plus 10 more damage for each damage counter on Tauros. Flip a coin. If tails, Tauros is now Confused (after doing damage).

Flavor: When it targets an enemy, it charges furiously while whipping its body with its long tails.",https://images.pokemontcg.io/base4/62.png
Wartortle - Base Set 2,Water,2,Uncommon,"Evolves from: Squirtle

Attack (Water + Colorless) - Withdraw: Flip a coin. If heads, prevent all damage done to Wartortle during your opponent's next turn. (Any other effects of attacks still happen.)

Attack (Water + Colorless + Colorless) - Bite: 40 damage. 

Evolves into: Blastoise

Flavor: Often hides in water to stalk unweary prey. When swimming quickly, it moves its ears to maintain balance.",https://images.pokemontcg.io/base4/63.png
Weepinbell - Base Set 2,Grass,2,Uncommon,"Evolves from: Bellsprout

Attack (Grass) - Poisonpowder: 10 damage. Flip a coin. If heads, the Defending Pokémon is now Poisoned.

Attack (Grass + Grass) - Razor Leaf: 30 damage. 

Evolves into: Victreebel

Flavor: It spits out poisonpowder to immobilize the enemy, and then finishes the enemy with a spray of acid.",https://images.pokemontcg.io/base4/64.png
Abra - Base Set 2,Psychic,1,Common,"Attack (Psychic) - Psyshock: 10 damage. Flip a coin. If heads, the Defending Pokémon is now Paralyzed.

Evolves into: Kadabra

Flavor: Using its ability to read minds, it will identify impending danger and teleport to safety.",https://images.pokemontcg.io/base4/65.png
Bellsprout - Base Set 2,Grass,1,Common,"Attack (Grass) - Vine Whip: 10 damage. 

Attack (Grass) - Call for Family: Search your deck for a Basic Pokémon named Bellsprout and put it onto your Bench. Shuffle your deck afterward. (You can't use this attack if your Bench is full.)

Evolves into: Weepinbell

Flavor: A carnivorous Pokémon that traps and eats bugs. It uses its root feet to soak up needed moisture.",https://images.pokemontcg.io/base4/66.png
Bulbasaur - Base Set 2,Grass,1,Common,"Attack (Grass + Grass) - Leech Seed: 20 damage. Unless all damage from this attack is prevented, you may remove 1 damage counter from Bulbasaur.

Evolves into: Ivysaur

Flavor: A strange seed was planted on its back at birth. Thus, a plant sprouted and now grows with this Pokémon.",https://images.pokemontcg.io/base4/67.png
Caterpie - Base Set 2,Grass,1,Common,"Attack (Grass) - String Shot: 10 damage. Flip a coin. If heads, the Defending Pokémon is now Paralyzed.

Evolves into: Metapod

Flavor: Its short feet are tipped with suction pads that enable it to tirelessly climb slopes and walls.",https://images.pokemontcg.io/base4/68.png
Charmander - Base Set 2,Fire,1,Common,"Attack (Colorless) - Scratch: 10 damage. 

Attack (Fire + Colorless) - Ember: 30 damage. Discard 1 Fire Energy card attached to Charmander in order to use this attack.

Evolves into: Charmeleon

Flavor: Obviously prefers hot places. If it gets caught in the rain, steam is said to spout from the tip of its tail.",https://images.pokemontcg.io/base4/69.png
Cubone - Base Set 2,Fighting,1,Common,"Attack (Colorless) - Snivel: If the Defending Pokémon attacks Cubone during your opponent's next turn, any damage done by the attack is reduced by 20 (after applying Weakness and Resistance). (Benching either Pokémon ends this effect.)

Attack (Fighting + Fighting) - Rage: 10+ damage. Does 10 damage plus 10 more damage for each damage counter on Cubone.

Evolves into: Marowak

Flavor: Because it never removes its skull helmet, no one has ever seen this Pokémon's real face.",https://images.pokemontcg.io/base4/70.png
Diglett - Base Set 2,Fighting,1,Common,"Attack (Fighting) - Dig: 10 damage. 

Attack (Fighting + Fighting) - Mud Slap: 30 damage. 

Evolves into: Dugtrio

Flavor: Lives about three feet underground, where it feeds on plant roots. It sometimes appears above ground.",https://images.pokemontcg.io/base4/71.png
Doduo - Base Set 2,Colorless,1,Common,"Attack (Colorless) - Fury Attack: 10× damage. Flip 2 coins. This attack does 10 damage times the number of heads.

Evolves into: Dodrio

Flavor: A bird that makes up for its poor flying with its fast foot speed. Leaves giant footprints.",https://images.pokemontcg.io/base4/72.png
Drowzee - Base Set 2,Psychic,1,Common,"Attack (Colorless) - Pound: 10 damage. 

Attack (Psychic + Psychic) - Confuse Ray: 10 damage. Flip a coin. If heads, the Defending Pokémon is now Confused.

Evolves into: Hypno

Flavor: Puts enemies to sleep, then eats their dreams. Occasionally gets sick from eating bad dreams.",https://images.pokemontcg.io/base4/73.png
Exeggcute - Base Set 2,Grass,1,Common,"Attack (Psychic) - Hypnosis: The Defending Pokémon is now Asleep.

Attack (Grass + Grass) - Leech Seed: 20 damage. Unless all damage from this attack is prevented, you may remove 1 damage counter from Exeggcute.

Evolves into: Exeggutor

Flavor: Often mistaken for eggs. When disturbed, they quickly gather and attack in swarms.",https://images.pokemontcg.io/base4/74.png
Gastly - Base Set 2,Psychic,1,Common,"Attack (Psychic) - Sleeping Gas: Flip a coin. If heads, the Defending Pokémon is now Asleep.

Attack (Psychic + Colorless) - Destiny Bond: Discard 1 Psychic Energy card attached to Gastly in order to use this attack. If a Pokémon Knocks Out Gastly during your opponent's next turn, Knock Out that Pokémon.

Evolves into: Haunter

Flavor: Almost invisible, this gaseous Pokémon cloaks the target and puts it to sleep without notice.",https://images.pokemontcg.io/base4/75.png
Goldeen - Base Set 2,Water,1,Common,"Attack (Water) - Horn Attack: 10 damage. 

Evolves into: Seaking

Flavor: Its tail fin billows like an elegant ballroom dress, giving it the nickname ""Water Queen.""",https://images.pokemontcg.io/base4/76.png
Jigglypuff - Base Set 2,Colorless,1,Common,"Attack (Colorless) - Lullaby: The Defending Pokémon is now Asleep.

Attack (Colorless + Colorless) - Pound: 20 damage. 

Evolves into: Wigglytuff

Flavor: When its huge eyes light up, it sings a mysteriously soothing melody that lulls its enemies to sleep.",https://images.pokemontcg.io/base4/77.png
Machop - Base Set 2,Fighting,1,Common,"Attack (Fighting) - Low Kick: 20 damage. 

Evolves into: Machoke

Flavor: Loves to build its muscles. It trains in all styles of martial arts to become even stronger.",https://images.pokemontcg.io/base4/78.png
Magnemite - Base Set 2,Lightning,1,Common,"Attack (Lightning) - Thunder Wave: 10 damage. Flip a coin. If heads, the Defending Pokémon is now Paralyzed.

Attack (Lightning + Colorless) - Selfdestruct: 40 damage. Does 10 damage to each Pokémon on each player's Bench. (Don't apply Weakness and Resistance for Benched Pokémon.) Magnemite does 40 damage to itself.

Evolves into: Magneton

Flavor: Uses anti-gravity to stay suspended. Appears without warning and uses attacks like Thunder Wave.",https://images.pokemontcg.io/base4/79.png
Meowth - Base Set 2,Colorless,1,Common,"Attack (Colorless + Colorless) - Pay Day: 10 damage. Flip a coin. If heads, draw a card.

Evolves into: Persian

Flavor: Adores circular objects. Wanders the streets on a nightly basis to look for dropped loose change.",https://images.pokemontcg.io/base4/80.png
Metapod - Base Set 2,Grass,2,Common,"Evolves from: Caterpie

Attack (Colorless + Colorless) - Stiffen: Flip a coin. If heads, prevent all damage done to Metapod during your opponent's next turn. (Any other effects of attacks still happen.)

Attack (Grass + Grass) - Stun Spore: 20 damage. Flip a coin. If heads, the Defending Pokémon is now Paralyzed.

Evolves into: Butterfree

Flavor: It is vulnerable to attack because its shell is soft, exposing its weak and tender body.",https://images.pokemontcg.io/base4/81.png
Nidoran ♀ - Base Set 2,Grass,1,Common,"Attack (Grass) - Fury Swipes: 10× damage. Flip 3 coins. This attack does 10 damage times the number of heads.

Attack (Grass + Grass) - Call for Family: Search your deck for a Basic Pokémon named Nidoran ♂ or Nidoran ♀ and put it onto your Bench. Shuffle your deck afterward. (You can't use this attack if your Bench is full.)

Evolves into: Nidorina

Flavor: Although small, its venomous barbs make this Pokémon dangerous. The female has smaller horns.",https://images.pokemontcg.io/base4/82.png
Nidoran ♂ - Base Set 2,Grass,1,Common,"Attack (Grass) - Horn Hazard: 30 damage. Flip a coin. If tails, this attack does nothing.

Evolves into: Nidorino

Flavor: Stiffens its ears to sense danger. The larger, more powerful of its horns secretes venom.",https://images.pokemontcg.io/base4/83.png
Onix - Base Set 2,Fighting,1,Common,"Attack (Fighting) - Rock Throw: 10 damage. 

Attack (Fighting + Fighting) - Harden: During your opponent's next turn, whenever 30 or less damage is done to Onix (after applying Weakness and Resistance), prevent that damage. (Any other effects of attacks still happen.)

Evolves into: Steelix

Flavor: As it grows, the stone portions of its body harden to become similar to a diamond, though colored black.",https://images.pokemontcg.io/base4/84.png
Paras - Base Set 2,Grass,1,Common,"Attack (Colorless + Colorless) - Scratch: 20 damage. 

Attack (Grass + Grass) - Spore: The Defending Pokémon is now Asleep.

Evolves into: Parasect

Flavor: Burrows to suck tree roots. The mushrooms on its back grow by drawing nutrients from the bug host.",https://images.pokemontcg.io/base4/85.png
Pidgey - Base Set 2,Colorless,1,Common,"Attack (Colorless + Colorless) - Whirlwind: 10 damage. If your opponent has any Benched Pokémon, he or she chooses 1 of them and switches it with the Defending Pokémon. (Do the damage before switching the Pokémon.)

Evolves into: Pidgeotto

Flavor: A common sight in forests and woods. It flaps its wings at ground level to kick up blinding sand.",https://images.pokemontcg.io/base4/86.png
Pikachu - Base Set 2,Lightning,1,Common,"Attack (Colorless) - Gnaw: 10 damage. 

Attack (Lightning + Colorless) - Thunder Jolt: 30 damage. Flip a coin. If tails, Pikachu does 10 damage to itself.

Evolves into: Raichu

Flavor: When several of these Pokémon gather, their electricity can cause lightning storms.",https://images.pokemontcg.io/base4/87.png
Poliwag - Base Set 2,Water,1,Common,"Attack (Water) - Water Gun: 10+ damage. Does 10 damage plus 10 more damage for each Water Energy attached to Poliwag but not used to pay for this attack's Energy cost. You can't add more than 20 damage in this way.

Evolves into: Poliwhirl

Flavor: Its newly grown legs prevent it from running. It appears to prefer swimming over trying to stand.",https://images.pokemontcg.io/base4/88.png
Rattata - Base Set 2,Colorless,1,Common,"Attack (Colorless) - Bite: 20 damage. 

Evolves into: Raticate

Flavor: Bites anything when it attacks. Small and very quick, it is a common sight in many places.",https://images.pokemontcg.io/base4/89.png
Rhyhorn - Base Set 2,Fighting,1,Common,"Attack (Colorless) - Leer: Flip a coin. If heads, the Defending Pokémon can't attack Rhyhorn during your opponent's next turn. (Benching either Pokémon ends this effect.)

Attack (Fighting + Colorless + Colorless) - Horn Attack: 30 damage. 

Evolves into: Rhydon

Flavor: Its massive bones are 1,000 times harder than human bones. It can easily knock a trailer flying.",https://images.pokemontcg.io/base4/90.png
Sandshrew - Base Set 2,Fighting,1,Common,"Attack (Fighting) - Sand-attack: 10 damage. If the Defending Pokémon tries to attack during your opponent's next turn, your opponent flips a coin. If tails, that attack does nothing.

Evolves into: Sandslash

Flavor: Burrows deep underground in arid locations far from water. It only emerges to hunt for food.",https://images.pokemontcg.io/base4/91.png
Spearow - Base Set 2,Colorless,1,Common,"Attack (Colorless) - Peck: 10 damage. 

Attack (Colorless + Colorless + Colorless) - Mirror Move: If Spearow was attacked last turn, do the final result of that attack on Spearow to the Defending Pokémon.

Evolves into: Fearow

Flavor: Eats bugs in grassy areas. It has to flap its short wings at high speeds to stay airborne.",https://images.pokemontcg.io/base4/92.png
Squirtle - Base Set 2,Water,1,Common,"Attack (Water) - Bubble: 10 damage. Flip a coin. If heads, the Defending Pokémon is now Paralyzed.

Attack (Water + Colorless) - Withdraw: Flip a coin. If heads, prevent all damage done to Squirtle during your opponent's next turn. (Any other effects of opponent's attacks still happen.)

Evolves into: Wartortle

Flavor: After birth, its back swells and hardens into a shell. It powerfully sprays foam from its mouth.",https://images.pokemontcg.io/base4/93.png
Starmie - Base Set 2,Water,2,Common,"Evolves from: Staryu

Attack (Water + Water) - Recover: Discard 1 Water Energy card attached to Starmie in order to use this attack. Remove all damage counters from Starmie.

Attack (Water + Colorless + Colorless) - Star Freeze: 20 damage. Flip a coin. If heads, the Defending Pokémon is now Paralyzed.

Flavor: Its central core glows with the seven colors of the rainbow. Some people value this core as a gem.",https://images.pokemontcg.io/base4/94.png
Staryu - Base Set 2,Water,1,Common,"Attack (Water) - Slap: 20 damage. 

Evolves into: Starmie

Flavor: An enigmatic Pokémon that can effortlessly regenerate any appendage it loses in battle.",https://images.pokemontcg.io/base4/95.png
Tangela - Base Set 2,Grass,1,Common,"Attack (Grass + Colorless) - Bind: 20 damage. Flip a coin. If heads, the Defending Pokémon is now Paralyzed.

Attack (Grass + Grass + Grass) - Poisonpowder: 20 damage. The Defending Pokémon is now Poisoned.

Evolves into: Tangrowth

Flavor: Its whole body is swathed with wide vines that are similar to seaweed. These vines shake as it walks.",https://images.pokemontcg.io/base4/96.png
Venonat - Base Set 2,Grass,1,Common,"Attack (Grass) - Stun Spore: 10 damage. Flip a coin. If heads, the Defending Pokémon is now Paralyzed.

Attack (Grass + Colorless) - Leech Life: 10 damage. Remove a number of damage counters from Venonat equal to the damage done to the Defending Pokémon (after applying Weakness and Resistance). If Venonat has fewer damage counters than that, remove all of them.

Evolves into: Venomoth

Flavor: Lives in the shadows of tall trees where it eats insects. It is attracted by light at night.",https://images.pokemontcg.io/base4/97.png
Voltorb - Base Set 2,Lightning,1,Common,"Attack (Colorless) - Tackle: 10 damage. 

Evolves into: Electrode

Flavor: Usually found in power plants. Easily mistaken for a Poké Ball, it has zapped many people.",https://images.pokemontcg.io/base4/98.png
Vulpix - Base Set 2,Fire,1,Common,"Attack (Fire + Fire) - Confuse Ray: 10 damage. Flip a coin. If heads, the Defending Pokémon is now Confused.

Evolves into: Ninetales

Flavor: At the time of birth, it has just one tail. Its tail splits from the tip as it grows older.",https://images.pokemontcg.io/base4/99.png
Weedle - Base Set 2,Grass,1,Common,"Attack (Grass) - Poison Sting: 10 damage. Flip a coin. If heads, the Defending Pokémon is now Poisoned.

Evolves into: Kakuna

Flavor: Often found in forests, eating leaves. It has a sharp, venomous stinger on its head.",https://images.pokemontcg.io/base4/100.png
Dark Alakazam - Team Rocket,Psychic,3,Rare Holo,"Evolves from: Dark Kadabra

Attack (Psychic + Psychic + Colorless) - Teleport Blast: 30 damage. You may switch Dark Alakazam with 1 of your Benched Pokémon. (Do the damage before switching the Pokémon.)

Attack (Psychic + Psychic + Psychic) - Mind Shock: 40 damage. Don't apply Weakness and Resistance for this attack. (Any other effects that would happen after applying Weakness and Resistance still happen.)

Flavor: Almost as if it were being controlled by something else, it never changes expressions, even in the middle of battle.",https://images.pokemontcg.io/base5/1.png
Dark Arbok - Team Rocket,Grass,2,Rare Holo,"Evolves from: Ekans

Attack (Grass + Grass) - Stare: Choose 1 of your opponent's Pokémon. This attack does 10 damage to that Pokémon. Don't apply Weakness and Resistance for this attack. (Any other effects that would happen after applying Weakness and Resistance still happen.) If that Pokémon has a Pokémon Power, that power stops working until the end of your opponent's next turn.

Attack (Grass + Grass + Grass) - Poison Vapor: 10 damage. The Defending Pokémon is now Poisoned. This attack does 10 damage to each of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)

Flavor: Freezes its prey with its stare. If you should encounter one, remember not to look into its eyes.",https://images.pokemontcg.io/base5/2.png
Dark Blastoise - Team Rocket,Water,3,Rare Holo,"Evolves from: Dark Wartortle

Attack (Water + Water) - Hydrocannon: 30+ damage. Does 30 damage plus 20 more damage for each Water Energy attached to Dark Blastoise but not used to pay for this attack. You can't add more than 40 damage in this way.

Attack (Water + Colorless + Colorless) - Rocket Tackle: 40 damage. Dark Blastoise does 10 damage to itself. Flip a coin. If heads, prevent all damage done to Dark Blastoise during your opponent's next turn. (Any other effects of attacks still happen.)

Flavor: An aggressive Pokémon that tackles anything it sees.",https://images.pokemontcg.io/base5/3.png
Dark Charizard - Team Rocket,Fire,3,Rare Holo,"Evolves from: Dark Charmeleon

Attack (Colorless) - Nail Flick: 10 damage. 

Attack (Fire + Fire) - Continuous Fireball: 50× damage. Flip a number of coins equal to the number of Fire Energy cards attached to Dark Charizard. This attack does 50 damage times the number of heads. Discard a number of Fire Energy cards attached to Dark Charizard equal to the number of heads.

Flavor: Seemingly possessed, it spews fire like a volcano, trying to burn all it sees.",https://images.pokemontcg.io/base5/4.png
Dark Dragonite - Team Rocket,Colorless,3,Rare Holo,"Evolves from: Dark Dragonair

Ability (Pokémon Power) - Summon Minions: When you play Dark Dragonite from your hand, search your deck for up to 2 Basic Pokémon and put them onto your Bench. Shuffle your deck afterward.

Attack (Colorless + Colorless + Colorless + Colorless) - Giant Tail: 70 damage. Flip a coin. If tails, this attack does nothing.

Flavor: Sometimes called ""The God of Destruction."" Its wings are able to support it in spite of its massive weight.",https://images.pokemontcg.io/base5/5.png
Dark Dugtrio - Team Rocket,Fighting,2,Rare Holo,"Evolves from: Diglett

Ability (Pokémon Power) - Sinkhole: Whenever your opponent's Active Pokémon retreats, your opponent flips a coin. If tails, this power does 20 damage to that Pokémon. (Don't apply Weakness and Resistance.) This power stops working while Dark Dugtrio is Asleep, Confused, or Paralyzed.

Attack (Fighting + Fighting) - Knock Down: 20+ damage. Your opponent flips a coin. If tails, this attack does 20 damage plus 20 more damage; if heads, this attack does 20 damage.

Flavor: Digs large sinkholes in the ground and tries to trap its enemies in them.",https://images.pokemontcg.io/base5/6.png
Dark Golbat - Team Rocket,Grass,2,Rare Holo,"Evolves from: Zubat

Ability (Pokémon Power) - Sneak Attack: When you play Dark Golbat from your hand, you may choose 1 of your opponent's Pokémon. If you do, Dark Golbat does 10 damage to that Pokémon. Apply Weakness and Resistance.

Attack (Grass + Grass) - Flitter: Choose 1 of your opponent's Pokémon. This attack does 20 damage to that Pokémon. Don't apply Weakness and Resistance for this attack. (Any other effects that would happen after applying Weakness and Resistance still happen.)

Evolves into: Crobat

Flavor: Sneaks up silently on its prey and attacks it from behind, sometimes killing it with one bite.",https://images.pokemontcg.io/base5/7.png
Dark Gyarados - Team Rocket,Water,2,Rare Holo,"Evolves from: Magikarp

Ability (Pokémon Power) - Final Beam: When Dark Gyarados is Knocked Out by an attack, flip a coin. If heads, this power does 20 damage for each Water Energy attached to Dark Gyarados to the Pokémon that Knocked Out Dark Gyarados. Apply Weakness and Resistance. This power doesn't work if Dark Gyarados is Asleep, Confused, or Paralyzed.

Attack (Water + Water + Water) - Ice Beam: 30 damage. Flip a coin. If heads, the Defending Pokémon is now Paralyzed.

Flavor: Normally found only in the deep ocean, it has recently been seen in shallow waters as well.",https://images.pokemontcg.io/base5/8.png
Dark Hypno - Team Rocket,Psychic,2,Rare Holo,"Evolves from: Drowzee

Attack (Psychic) - Psypunch: 20 damage. 

Attack (Psychic + Psychic + Colorless) - Bench Manipulation: 20× damage. Your opponent flips a number of coins equal to the number of Pokémon on his or her Bench. This attack does 20 damage times the number of tails. Don't apply Weakness and Resistance for this attack. (Any other effects that would happen after applying Weakness and Resistance still happen.)

Flavor: Carries a pendulum with it always. Sometimes appears near less-traveled roads and schools at dusk.",https://images.pokemontcg.io/base5/9.png
Dark Machamp - Team Rocket,Fighting,3,Rare Holo,"Evolves from: Dark Machoke

Attack (Fighting + Fighting) - Mega Punch: 30 damage. 

Attack (Fighting + Fighting + Fighting + Colorless) - Fling: Your opponent shuffles his or her Active Pokémon and all cards attached to it into his or her deck. This attack can't be used if your opponent has no Benched Pokémon.

Flavor: It is almost impossible to defend against a Machamp's four powerful arms.",https://images.pokemontcg.io/base5/10.png
Dark Magneton - Team Rocket,Lightning,2,Rare Holo,"Evolves from: Magnemite

Attack (Colorless + Colorless) - Sonicboom: 20 damage. Don't apply Weakness and Resistance for this attack. (Any other effects that would happen after applying Weakness and Resistance still happen.)

Attack (Lightning + Lightning) - Magnetic Lines: 30 damage. If the Defending Pokémon has any basic Energy cards attached to it, choose 1 of them. If your opponent has any Benched Pokémon, choose 1 of them and attach that Energy card to it.

Evolves into: Magnezone

Flavor: The number of incidents of hackers using Magnetons to damage computer systems is steadily increasing.",https://images.pokemontcg.io/base5/11.png
Dark Slowbro - Team Rocket,Psychic,2,Rare Holo,"Evolves from: Slowpoke

Ability (Pokémon Power) - Reel In: When you play Dark Slowbro from your hand, choose up to 3 Basic Pokémon and/or Evolution cards from your discard pile and put them into your hand.

Attack (Psychic + Psychic) - Fickle Attack: 40 damage. Flip a coin. If tails, this attack does nothing.

Flavor: It loves nothing better than to be left alone, and so sometimes ends up being manipulated by unscrupulous people.",https://images.pokemontcg.io/base5/12.png
